"qin","chen","35219675700","25991"	,"5"
"qin","chen","57092309000","25991"	,"2"
"qin","lv","36523390500","12561"	,"1"
"qinfeng","guo","56746897200","17512"	,"1"
"qing","hu","55839798000","41271"	,"1"
"qing","hui","35210131300","17469"	,"1"
"qing","yi","7101808951","20064"	,"1"
"quang","vuong","6603878018","22780"	,"1"
"qun","li","7405856473","8010"	,"1"
"rachel","ivie","56181813600","27335"	,"3"
"rachel","karchin","6602728907","20162"	,"1"
"rachel","levy","6602182955","17833"	,"1"
"rachel","o'neill","35453942200","17755"	,"1"
"rae","anderson","55742461800","2418"	,"1"
"rafael","piestun","56040506200","22723"	,"1"
"raghunath","chaudhari","55938885200","26236"	,"1"
"ragunathan","rajkumar","35587635100","4107"	,"9"
"rahul","kulkarni","7201509788","32596"	,"1"
"raja","mishra","35509605200","13789"	,"1"
"raja","sengupta","57190513421","9647"	,"1"
"rajeev","alur","7006612991","9866"	,"9"
"rajendra","raj","7102994746","13949"	,"5"
"rajiv","singh","56493574800","13809"	,"1"
"rajkumar","kettimuthu","6507364595","26264"	,"4"
"ram","dixit","7005331495","38852"	,"5"
"ramin","zabih","6701366172","37843"	,"1"
"ran","jin","23389079600","36067"	,"3"
"rana","biswas","56228718700","20765"	,"2"
"randal","burns","7401945664","20052"	,"5"
"randall","boone","7004715652","1026"	,"1"
"randall","davis","56390440000","39133"	,"4"
"randolph","lewis","7404844595","22704"	,"4"
"ranji","ranjithan","6603845376","6316"	,"2"
"rashmi","prasad","15766479800","34008"	,"2"
"rasim","guldiken","8608764300","29890"	,"1"
"raul","longoria","6701315823","17213"	,"3"
"ravi","vakil","6701660524","12132"	,"7"
"ravi","vakil","6701660524","1985"	,"6"
"ray","lee","35074391500","16140"	,"1"
"raymond","decker","7202293253","688"	,"2"
"raymond","schaak","6603582158","32061"	,"2"
"raymond","tu","25028885000","13787"	,"2"
"raymond","zielinski","7005700977","28483"	,"1"
"rebecca","dickstein","7006666226","1150"	,"1"
"reinhard","kozdon","25936398900","31117"	,"14"
"reza","curtmola","13908083100","17520"	,"5"
"richard","bonneau","7006793027","8924"	,"3"
"richard","dixon","7402020536","8902"	,"1"
"richard","dixon","7402020675","9899"	,"1"
"richard","durrett","26642961600","116"	,"5"
"richard","forster","7201815022","1534"	,"7"
"richard","fujimoto","7101738296","19661"	,"1"
"richard","greene","56526093700","32187"	,"4"
"richard","harris","7403906969","6525"	,"4"
"richard","hoover","7005502424","37394"	,"1"
"richard","jones","55584805720","8297"	,"2"
"richard","malak","6602411490","25345"	,"6"
"richard","malak","6602411490","27138"	,"9"
"richard","o'connell","16208508000","14666"	,"7"
"richard","oberlin","30767678600","35520"	,"5"
"richard","orville","7005793610","18617"	,"5"
"richard","raines","7103110023","17435"	,"1"
"richard","ree","6603224225","13965"	,"5"
"richard","seager","7003531755","23552"	,"12"
"richard","seager","7003531755","4634"	,"8"
"richey","davis","55250598400","20351"	,"2"
"robert","andersen","7402653688","1681"	,"1"
"robert","boruch","6603811881","25836"	,"1"
"robert","boyer","56417282900","16324"	,"1"
"robert","cox","7403420614","40930"	,"1"
"robert","dick","55415242900","2340"	,"1"
"robert","dick","7202246463","40361"	,"1"
"robert","ely","35772445800","4707"	,"1"
"robert","full","7003993278","882"	,"2"
"robert","gao","7201704428","21031"	,"3"
"robert","goldstein","7403010600","34855"	,"1"
"robert","hardt","35461639700","10838"	,"1"
"robert","harrison","7403907357","36494"	,"2"
"robert","harrison","7403907621","36494"	,"2"
"robert","houser","7003701017","34910"	,"2"
"robert","jones","7501543150","5488"	,"1"
"robert","keane","7005706406","7652"	,"1"
"robert","kirby","7201552588","10808"	,"1"
"robert","kleinberg","7004026503","1000"	,"32"
"robert","krasny","26643028300","33641"	,"2"
"robert","martin","35474579900","40940"	,"1"
"robert","mccabe","56679300400","12139"	,"2"
"robert","morris","7404059170","2321"	,"3"
"robert","olson","55536678900","34919"	,"3"
"robert","pennock","6604022755","1427"	,"3"
"robert","pockalny","57189523812","35502"	,"15"
"robert","potter","7202992990","27346"	,"2"
"robert","qiu","57189599450","18241"	,"1"
"robert","rauber","7004003763","29386"	,"14"
"robert","reed","7401921827","28543"	,"1"
"robert","ricci","7103409000","33689"	,"3"
"robert","ross","22972555900","110"	,"1"
"robert","ross","7003364081","17273"	,"2"
"robert","smith","41262683400","239"	,"2"
"robert","smith","7410292483","239"	,"2"
"robert","spencer","7402630626","40456"	,"1"
"robert","steneck","6701822254","23608"	,"1"
"robert","thacker","7003449708","13920"	,"8"
"robert","van,der,hilst","7003647496","16471"	,"4"
"robert","weber","7403384381","1172"	,"1"
"robert","white","7501423646","8330"	,"1"
"robert","woodward","7201419353","20049"	,"1"
"roberto","pelayo","55579755900","4520"	,"1"
"robin","buell","56705751100","8471"	,"3"
"rocio","chavela,guerra","8606189400","38293"	,"1"
"rodney","fox","56706839900","36256"	,"1"
"roger","bales","56156525900","25156"	,"1"
"roger","hangarter","7003828230","724"	,"4"
"roger","pielke","35275565400","37554"	,"2"
"roland","tsunoda","7006746704","17598"	,"11"
"ron","alterovitz","6507754907","7964"	,"1"
"ronald","cole","7401590771","34848"	,"1"
"ronald","greenberg","7402059697","9831"	,"2"
"ronaldo","menezes","57193332262","11394"	,"1"
"rory","cooper","7404337543","31436"	,"3"
"rosemary","smith","7410293816","10497"	,"3"
"ross","walker","7404928625","10806"	,"5"
"roxana","smarandache","6602339739","18745"	,"2"
"rui","he","25029686800","25830"	,"1"
"rui","he","55354661300","32159"	,"1"
"rui","ponte","7003298801","2223"	,"4"
"rui","yang","7403924024","16150"	,"3"
"russell","zaretzki","14030676700","8333"	,"1"
"ruth","heaton","7103278709","27356"	,"1"
"ruth","peterson","7403617439","16029"	,"3"
"ryan","gessner","36058868600","27119"	,"1"
"ryan","kerney","16550381800","34865"	,"2"
"ryan","mcclarren","15521383500","14905"	,"1"
"ryan","mcclintock","7004291601","37273"	,"2"
"sabrina","spatari","6602894979","3934"	,"1"
"sachin","shetty","8970891400","4312"	,"4"
"sally","holbrook","7004637899","16965"	,"8"
"sally","hunnicutt","15121009100","4497"	,"2"
"sally","steadman","7004965626","5519"	,"3"
"sally","thompson","36145416000","36885"	,"3"
"samantha","hopkins","8983555100","19374"	,"1"
"sanat","kumar","57001194200","31742"	,"3"
"sanjay","rebello","6602431152","1368"	,"2"
"sanjay","sampath","7103195207","4613"	,"2"
"santosh","pandey","7402453187","6515"	,"1"
"sara","wyse","36601661600","33850"	,"2"
"sarah","mckagan","12645955000","27338"	,"3"
"sarah","michaels","56004566000","15952"	,"2"
"sarah","morgan","7402180496","1572"	,"4"
"sariel","har-peled","7005460407","14966"	,"13"
"saswati","sarkar","7403239628","15007"	,"3"
"scott","feller","7005834507","1644"	,"1"
"scott","ferguson","56930743800","17729"	,"1"
"scott","lewis","7404041301","35387"	,"1"
"scott","miller","7406291503","9595"	,"1"
"scott","neubauer","7102853250","28727"	,"8"
"scott","northrup","7004318613","25796"	,"2"
"scott","smolka","7004362158","37740"	,"12"
"scott","stark","12781817900","26379"	,"1"
"sean","gulick","6701859897","9213"	,"5"
"sebastian","pauli","7004316502","21449"	,"1"
"sekhar","chivukula","7003735713","779"	,"5"
"seok","kim","55949767700","40322"	,"1"
"seokheun","choi","37044351500","41135"	,"2"
"seong","kim","34770377800","35925"	,"1"
"sergei","grigoryev","6603991942","3499"	,"1"
"sergei","smirnov","7202271369","16130"	,"4"
"sergey","smirnov","7202271435","17807"	,"1"
"sergio","ojeda","57192347363","8474"	,"1"
"seth","cohen","34972775500","20122"	,"1"
"seth","lyman","15044866000","24617"	,"4"
"shabbir","ahmed","55456817400","25100"	,"1"
"shaddin","dughmi","25927808500","27889"	,"5"
"shailesh","lal","7203074992","15457"	,"1"
"shamik","sengupta","8832583700","27154"	,"1"
"shan","lin","35194277400","39888"	,"1"
"shannon","gerry","8848692100","28535"	,"3"
"shaoyi","jiang","56965108200","42023"	,"1"
"sharon","glotzer","7004361447","17313"	,"3"
"sharon","goldberg","7402369718","27299"	,"3"
"sharon","mcguire","55808745400","2295"	,"1"
"shashi","shekhar","35513450400","3897"	,"11"
"shawn","chester","25654624900","40292"	,"2"
"shawn","newsam","6602664699","2193"	,"3"
"sheikh","ghafoor","6602266187","36338"	,"3"
"sheldon","stone","55437866600","35498"	,"3"
"sheng","xu","7404264359","24001"	,"1"
"sherri","messimer","6601956218","29888"	,"2"
"shibu","yooseph","6602156903","20140"	,"5"
"shirley","dyke","7003706556","9640"	,"4"
"shiv","halasyamani","7004510743","41142"	,"3"
"shiv","kale","24485559300","38046"	,"1"
"shiwen","mao","8910760100","20811"	,"2"
"shlomo","zilberstein","6603805660","31172"	,"6"
"shmuel","friedland","56966942200","14787"	,"1"
"shota","atsumi","7005680281","27667"	,"2"
"shouzhong","zou","7201837038","11814"	,"2"
"shrikanth","narayanan","7201741770","2947"	,"1"
"shuguang","cui","55704389700","21890"	,"1"
"shuyuan","ho","22334228200","27219"	,"2"
"siddharth","rajan","7102282331","38268"	,"1"
"siddharth","ramachandran","7203055731","22724"	,"1"
"silviu","pufu","16068850100","33473"	,"6"
"simon","malcomber","6602876377","7617"	,"5"
"siqian","shen","36562492400","35492"	,"2"
"slava","epstein","56076368900","28424"	,"1"
"slawek","tulaczyk","6602102280","36544"	,"17"
"somnath","datta","7401496892","8849"	,"3"
"song","zhang","16243054000","8070"	,"2"
"sorin","zaharia","6603399191","9385"	,"13"
"srini","devadas","57156699600","2321"	,"3"
"stan","sclaroff","7003788448","5463"	,"2"
"stanley","osher","7005411569","1245"	,"2"
"stephan","link","16432507100","2009"	,"3"
"stephen","chong","7201660989","4984"	,"5"
"stephen","hamilton","7402244920","3760"	,"11"
"stephen","hart","56567402100","22836"	,"18"
"stephen","hovick","8268386900","35619"	,"3"
"stephen","keil","35414731800","14"	,"1"
"stephen","moose","6602680454","26200"	,"16"
"stephen","nowicki","57125685100","28699"	,"1"
"stephen","parker","11839007200","25988"	,"1"
"stephen","porder","6602735213","40924"	,"20"
"stephen","ridgway","7102536354","6951"	,"8"
"stephen","riser","6602352859","39656"	,"4"
"stephen","robinson","7402673969","9693"	,"1"
"stephen","schnetzer","55958084100","22050"	,"4"
"stephen","witzig","36638688700","9688"	,"1"
"steve","jones","55585941500","6277"	,"1"
"steven","carey","7103028810","19709"	,"4"
"steven","cavallo","30867530400","10254"	,"1"
"steven","cranmer","7003349724","19810"	,"10"
"steven","dow","7005959715","13929"	,"13"
"steven","huber","56062353100","28483"	,"2"
"steven","mo","10042231100","4529"	,"1"
"steven","petrinec","8445152900","21388"	,"12"
"steven","skerlos","6603677552","24727"	,"6"
"steven","taylor","55628531335","6250"	,"1"
"steven","thomas","7404655240","4557"	,"26"
"steven","wilhelm","7102310686","17361"	,"2"
"steven","wofsy","56804609500","25884"	,"1"
"stuart","birrell","6701652877","1172"	,"1"
"stuart","schulman","55971884500","37766"	,"1"
"sudeep","sarkar","7403239642","38048"	,"1"
"sudha","arlikatti","6504028057","29768"	,"4"
"sue","vandewoude","6603018116","32711"	,"4"
"suely","black","56300743300","2452"	,"1"
"sukanta","bose","56564264100","13532"	,"17"
"sumita","mishra","55463270600","21397"	,"4"
"supriya","prasanth","6505857630","17664"	,"3"
"suresh","dhaniyala","6701653692","8876"	,"2"
"suresh","subramaniam","7102872076","31481"	,"6"
"susan","fussell","6603917440","23343"	,"14"
"susan","fussell","6603917440","23750"	,"14"
"susan","graham","34770234300","3368"	,"1"
"susan","hagness","7003809691","3914"	,"3"
"susan","kowalski","7103153923","37455"	,"2"
"susan","metz","23094583200","12985"	,"3"
"susan","roberts","7403451219","20345"	,"1"
"susan","schwartz","55279711500","4441"	,"7"
"susantha","herath","6701389713","39650"	,"3"
"sven","morgan","7402180424","15397"	,"2"
"sylvain","marsillac","7004242608","17822"	,"1"
"t","williams","35742523600","6547"	,"2"
"t","williams","55442763500","6547"	,"2"
"taeyoung","lee","56122204100","25519"	,"1"
"tamara","moore","56670444900","17059"	,"4"
"tamara","swaab","55885732300","3644"	,"1"
"tao","li","12772888400","34989"	,"2"
"tao","li","23972745300","40169"	,"4"
"tao","li","24832889100","34989"	,"4"
"tao","li","34771554800","3236"	,"3"
"tao","li","55467739500","34989"	,"2"
"tao","li","56562017300","34989"	,"6"
"tao","li","7404552214","329"	,"2"
"tao","li","7407341078","34989"	,"4"
"tao","li","7409758019","329"	,"2"
"tao","xie","7103076362","24084"	,"1"
"tarek","abdoun","6602395458","35357"	,"2"
"taylor","martin","8694274200","24906"	,"6"
"teresa","dahlberg","7004388280","4345"	,"2"
"terrance","boult","35561535500","36349"	,"2"
"terry","jones","35404941700","7240"	,"2"
"tevian","dray","7004201632","24526"	,"4"
"thanh","nguyen","55286751400","16941"	,"5"
"theodore","hodapp","55685819100","10237"	,"4"
"thomas","algeo","6602292657","4901"	,"3"
"thomas","birkland","6701377929","32701"	,"1"
"thomas","edgar","56840090900","2469"	,"4"
"thomas","fisher","57190189387","22815"	,"1"
"thomas","hou","6701677167","37182"	,"2"
"thomas","juenger","8763161000","1130"	,"4"
"thomas","kunz","7005472327","14142"	,"1"
"thomas","mallouk","7004501189","22076"	,"1"
"thomas","miller","7403948318","29220"	,"1"
"thomas","nash","7102065726","7691"	,"1"
"thomas","pratt","7102074621","36511"	,"1"
"thomas","schoener","7003503904","1617"	,"10"
"thomas","shea","7103034169","18456"	,"1"
"thomas","taylor","56454738500","10228"	,"1"
"thomas","taylor","7402298966","10228"	,"4"
"thorsten","becker","56820851900","14687"	,"2"
"tian","he","36338066400","37212"	,"1"
"tim","roughgarden","6603054073","14725"	,"5"
"timothy","cook","56473293100","1145"	,"4"
"timothy","filley","6701625255","8957"	,"3"
"timothy","ginn","7004094578","16675"	,"3"
"timothy","griffin","7202249196","2437"	,"2"
"timothy","guild","7801650970","12990"	,"7"
"timothy","sellnow","6505846340","39550"	,"3"
"timothy","wood","34873588200","18867"	,"7"
"tingting","yu","56338636600","40380"	,"1"
"todd","coleman","55324803900","5869"	,"5"
"todd","yeates","7005184258","25286"	,"1"
"tomasz","smolinski","6602279737","1198"	,"1"
"tony","forest","35227189500","22147"	,"15"
"tony","heinz","56709351100","211"	,"1"
"tony","ro","56821496100","9755"	,"2"
"trac","tran","7202887829","37193"	,"1"
"travis","holman","7005042962","25975"	,"3"
"trung","nguyen","56438365700","35033"	,"1"
"uday","shanbhag","22986506600","18144"	,"1"
"umesh","garg","8721215200","33787"	,"2"
"vadim","kaplunovsky","6602433823","23403"	,"2"
"valentina","cecchi","8577031800","15672"	,"1"
"vanessa","valentin","36344217300","27061"	,"1"
"vania","jordanova","56036630300","13035"	,"12"
"vassilis","angelopoulos","8229486100","17612"	,"6"
"viatcheslav","kokoouline","6603870414","6226"	,"3"
"victor","tsai","56592251100","26920"	,"1"
"vijay","kumar","7404635069","9852"	,"2"
"vijay","narayanan","56821098400","13769"	,"3"
"viktor","ginzburg","55801643600","22365"	,"1"
"vincent","amuso","24474352600","11578"	,"5"
"vincent","dutkiewicz","7004289296","5775"	,"5"
"vivek","shandas","8959454400","1607"	,"1"
"volker","bromm","6603795352","32644"	,"2"
"wallied","orabi","34868684600","2652"	,"2"
"ward","thompson","57189531739","26236"	,"1"
"warren","sharp","56425411300","33807"	,"2"
"wei","chen","12802076100","36347"	,"1"
"wei","chen","55716020300","2405"	,"2"
"wei","chen","56779393100","16557"	,"1"
"wei","ho","7404515510","31298"	,"1"
"wei","jiang","7404627401","35581"	,"1"
"wei","li","16175534900","4446"	,"2"
"wei","li","16230492200","9805"	,"1"
"wei","li","36078432200","4446"	,"3"
"wei","li","36078925200","6087"	,"2"
"wei","li","36080110800","17448"	,"1"
"wei","li","36080110800","4446"	,"2"
"wei","li","56294777800","4446"	,"2"
"wei","li","7203056975","9370"	,"1"
"wei","li","7406521748","6087"	,"1"
"wei","lu","13205708100","29278"	,"1"
"wei","lu","36076969700","29278"	,"4"
"wei","lu","8557182100","29278"	,"2"
"wei","niu","55355007600","36285"	,"1"
"wei","qiao","7005228849","1967"	,"1"
"wei","wang","24462862000","23187"	,"8"
"wei","wang","36072896000","33633"	,"4"
"wei","wang","55620869100","23187"	,"1"
"wei","wang","7501873157","36187"	,"2"
"wei","zhan","55163436500","1682"	,"3"
"wei","zhang","36065410800","5790"	,"4"
"wei","zhang","36192509800","25130"	,"1"
"wei","zhang","37105385700","21079"	,"1"
"wei","zhang","55880056200","5790"	,"2"
"wei","zhang","56746448100","5790"	,"2"
"wei","zhang","56953830900","25126"	,"2"
"wei","zhang","7409426404","25126"	,"2"
"wei","zheng","13309534500","25244"	,"1"
"weimin","chen","36066562300","41967"	,"1"
"weiwei","deng","56447783700","38960"	,"1"
"wen","li","37030430600","20576"	,"1"
"wen","li","55664318000","5120"	,"9"
"wendelin","wright","7402177257","4356"	,"2"
"wendy","newstetter","6701714076","26370"	,"8"
"wenfang","sun","7404011409","16091"	,"1"
"wenjing","lou","7006030576","11797"	,"10"
"whendee","silver","7005639482","31213"	,"22"
"wilford","gardner","7202841127","249"	,"3"
"will","johns","55134092500","13517"	,"3"
"william","alexander","36439231200","35850"	,"1"
"william","alexander","36439231200","42054"	,"1"
"william","carlson","7101950379","10320"	,"12"
"william","cochlan","6603181365","31142"	,"3"
"william","grant","7201767253","5580"	,"2"
"william","johnson","7404846888","12728"	,"3"
"william","marshall","7401972675","39149"	,"1"
"william","mccallum","35230409700","463"	,"2"
"william","mcintosh","7006513611","10183"	,"6"
"william","murphy","7401510455","21987"	,"1"
"william","peterjohn","6602107502","39165"	,"5"
"william","rossow","7004540083","17345"	,"7"
"william","schreiner","7101877955","3992"	,"4"
"william","thompson","36985831800","7891"	,"6"
"william","williams","7403995531","34872"	,"2"
"william","wilson","25951003800","41442"	,"1"
"william","wilson","56553393200","41442"	,"1"
"william","wilson","7404032045","41442"	,"2"
"wu","he","56159705800","23676"	,"1"
"xi","chen","34767914500","20950"	,"1"
"xi","zhang","55511175900","31784"	,"6"
"xi","zhang","55954382400","31784"	,"1"
"xia","wang","35319407600","25926"	,"2"
"xia","wang","36982442600","25926"	,"1"
"xianfan","xu","55827491300","40243"	,"1"
"xiang","tang","55893744800","30141"	,"2"
"xiang","zhang","23037659600","15069"	,"4"
"xiang","zhang","23037659600","175"	,"4"
"xiang","zhang","23037789400","14112"	,"1"
"xiang","zhang","23037789400","15069"	,"2"
